5.355046243057477451e-01 5.348808112011819160e-01 -1.688515939325361703e+00 7.653969566190422791e-01 -9.166931501932230608e-01 5.185826865386489182e-01 1.154981453143543391e+00 -7.760502368933089867e-01 1.454570870481576073e+00 2.726129391952981651e-01
-4.121525699577839319e-01 -1.717895064553830231e+00 6.857414709884783743e-01 -2.327076029269511681e-01 -1.004919824684045587e-01 1.254908078311700148e+00 1.796754990551316933e-01 1.330044254272643833e+00 2.797176624013765212e-01 7.652520852200478396e-01
-3.283295008020695516e+00 -6.231767034168188557e-01 -2.866243260391989067e-01 1.453005000153211324e+00 3.024981595193295680e-01 1.475010497080922189e-01 -1.354023205718723810e+00 9.979396540876694921e-02 -8.804955924671199752e-02 -5.929654307928349244e-01
1.590722422283484261e-01 6.647376222511711674e-01 -7.399062461983944017e-01 -2.142994850398992401e+00 -8.823956965159494015e-01 -4.329183192818651382e-01 -1.693531980404858306e+00 1.911871927408867466e-01 1.328075489172522827e+00 5.612382376048765664e-01
-1.502073627676604461e-01 1.555891381940329443e-01 1.684806845200092495e-01 -4.934092568692570735e-01 -1.631333941637976709e-02 -8.915797242124345878e-01 -1.056211768075540736e+00 -2.501169664002422355e+00 5.343218098537888539e-02 -1.221545672232214885e+00
2.150687494547456613e-01 -1.535506307994655817e+00 4.102989731523178363e-01 -6.584679175475878221e-01 -1.570635414447818068e+00 -1.413410644295777008e+00 8.979620153947128758e-01 -5.384451180938153447e-01 -6.588932259721110851e-01 -2.252041371193608255e-01
-1.208524523626592684e+00 5.120595139195617262e-01 2.057303673684794110e-01 -2.913489856800067779e-01 6.117527650138103734e-01 -1.059558243273742706e+00 2.174223868042165220e-01 9.072173083358231471e-01 1.430404904411327616e+00 -1.971927985586899190e+00
7.559491514672879164e-01 6.065146921283731674e-01 -5.365603969024336228e-01 6.955245835185493997e-01 4.709077163184151038e-01 1.433991187898543629e+00 7.573852455162096708e-01 5.412282050882938345e-01 7.623491225833737284e-01 -2.685036221104653564e-01
-1.578723181298648193e+00 9.465955272782481389e-01 -1.173651433490224161e+00 -1.274565512732285688e+00 3.712485097850858340e-01 -1.046810441467194375e+00 6.633370852153355202e-01 2.462933047092194516e-01 -2.570989766520787700e+00 6.390869336503264275e-01
-5.702457274810400767e-01 1.310650901801900803e-01 3.808121198529973994e-01 1.742806662535143769e-01 -2.267222709176303308e+00 -2.662192342343155271e+00 -4.223896595137774934e-01 -5.545176234291490092e-01 2.205657524930372038e+00 7.345274166278106254e-01
