6.693807803821847369e-01 6.686010140014774228e-01 -2.110644924156702018e+00 0.000000000000000000e+00 -1.145866437741528854e+00 0.000000000000000000e+00 1.443726816429429238e+00 -9.700627961166362612e-01 1.818213588101970091e+00 0.000000000000000000e+00
-5.151907124472299149e-01 -2.147368830692287567e+00 8.571768387355980234e-01 -2.908845036586889532e-01 -1.256149780855057019e-01 1.568635097889625296e+00 2.245943738189146166e-01 1.662555317840804792e+00 3.496470780017206792e-01 9.565651065250597718e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -3.582804075489986473e-01 1.816256250191514265e+00 0.000000000000000000e+00 1.843763121351152667e-01 -1.692529007148404707e+00 0.000000000000000000e+00 -1.100619490583899934e-01 -7.412067884910436000e-01
1.988403027854355187e-01 8.309220278139639593e-01 -9.248828077479930299e-01 -2.678743562998740391e+00 -1.102994620644936807e+00 -5.411478991023314089e-01 -2.116914975506072771e+00 2.389839909261084472e-01 1.660094361465653590e+00 7.015477970060957080e-01
-1.877592034595755577e-01 1.944864227425411873e-01 0.000000000000000000e+00 -6.167615710865713696e-01 -2.039167427047471060e-02 -0.000000000000000000e+00 -1.320264710094425809e+00 -3.126462080003027832e+00 6.679022623172360673e-02 -1.526932090290268551e+00
2.688359368184320974e-01 -1.919382884993319660e+00 0.000000000000000000e+00 -8.230848969344848332e-01 -1.963294268059772474e+00 -1.766763305369721149e+00 0.000000000000000000e+00 -6.730563976172692087e-01 -8.236165324651388842e-01 -0.000000000000000000e+00
-1.510655654533240799e+00 6.400743923994521856e-01 2.571629592105992845e-01 -3.641862321000084446e-01 7.646909562672630223e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.788006130514159464e+00 -2.464909981983623766e+00
9.449364393341098678e-01 0.000000000000000000e+00 -6.707004961280420563e-01 8.694057293981867218e-01 0.000000000000000000e+00 1.792488984873179536e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.356295276380816817e-01
-0.000000000000000000e+00 1.183244409097810257e+00 -1.467064291862780312e+00 -1.593206890915357166e+00 4.640606372313572647e-01 -1.308513051833992913e+00 8.291713565191694002e-01 3.078666308865243284e-01 -3.213737208150984515e+00 7.988586670629080899e-01
-7.128071593513001236e-01 1.638313627252376004e-01 4.760151498162467631e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -3.327740427928944200e+00 -5.279870743922219223e-01 -6.931470292864362337e-01 2.757071906162964936e+00 9.181592707847632262e-01
