7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
7944940705.06,57644200732.0,-12801547854.3,19517684100.3,26128718575.3,0.0,0.0,0.0,-91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
-7944940705.06,-57644200732.0,12801547854.3,-19517684100.3,-26128718575.3,0.0,0.0,0.0,91754823329.5,0.0,0.0,0.0,0.0,0.0
0.0,-1555172882.81,11995181639.0,0.0,0.0,0.0,0.0,0.0,10660754950.5,2473084493.59,0.0,0.0,-13926520397.1,-2976536355.86
0.0,-10282889034.1,79312803805.2,0.0,0.0,0.0,0.0,0.0,70489500806.0,16352171324.9,0.0,0.0,-92082922392.5,-19681022857.1
0.0,-5216232850.76,40233250725.7,0.0,0.0,0.0,0.0,0.0,35757426586.8,8295016406.68,0.0,0.0,-46711188186.8,-9983653195.42
0.0,-3457188433.85,26665590483.5,0.0,0.0,0.0,0.0,0.0,23699126391.9,5497729031.71,0.0,0.0,-30959005119.4,-6616915184.25
